Time	Iteration	Evaluations	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
2969.1230659484863	246	10	-1499.1231728064272	92.94109849152261	-1314.2887839465025	-1592.130763521802	9840000
2979.115912914276	247	10	-1521.0704797801122	91.36839215262717	-1373.7935904606502	-1646.3625852751234	9880000
2988.9517402648926	248	10	-1499.646581395594	79.2331590618101	-1388.863399900165	-1625.9500101796466	9920000
2998.9232482910156	249	10	-1513.5991574009463	77.73111334849115	-1362.2020722211792	-1590.1495670345125	9960000
3008.9198405742645	250	10	-1415.3122824551078	120.01355593660689	-1207.9087528069506	-1594.9312758966585	10000000
3018.724491596222	251	10	-1499.8513840327753	58.05003264245111	-1403.5256184448797	-1581.37354087431	10040000
3028.6666707992554	252	10	-1424.1329587729465	100.04039603509356	-1253.9572527557605	-1564.2488798946715	10080000
3037.973785161972	253	10	-1493.6399229067454	97.73031648013608	-1263.3013663563747	-1589.0562381107884	10120000
3047.2730934619904	254	10	-1515.7957957591566	49.1807030493489	-1407.7880617901344	-1559.7623566228385	10160000
3056.85631775856	255	10	-1442.4926755588972	68.4127750641418	-1370.3190735360931	-1544.3894173477745	10200000
3066.2718698978424	256	10	-1455.4839857240127	92.27482966307464	-1270.9253388423226	-1538.1467844962147	10240000
